product_id,product_name,category,supplier_id,unit_cost,current_stock,reorder_level,reorder_quantity,warehouse_location,unit_price
PROD-6109,Kohler Forte Kitchen Faucet (Mod-109),Plumbing,SUPP-15,145.0,81,42,84,So-WH1,219.0
PROD-6110,Bosch 12V Max Flexiclick Tool (Mod-110),Power Tools,SUPP-04,140.0,191,47,94,No-WH1,199.0
PROD-6111,Scotts Turf Builder Sun/Shade 20lb (Mod-111),Garden & Outdoor,SUPP-06,22.0,188,49,98,Mi-WH2,34.99
PROD-6112,Deck Screws #9 x 3in (5lb) (Mod-112),Hardware,SUPP-08,18.0,139,28,56,So-WH1,28.99
PROD-6113,3/4in x 4ft x 8ft Oak Plywood (Mod-113),Lumber,SUPP-11,55.0,95,36,72,We-WH1,84.0
PROD-6114,Kohler Forte Kitchen Faucet (Mod-114),Plumbing,SUPP-15,145.0,57,25,50,No-WH2,219.0
PROD-6115,Milwaukee XC5.0 Battery Pack (Mod-115),Power Tools,SUPP-02,95.0,112,56,112,We-WH2,145.0
PROD-6116,Tiki Brand Bamboo Torch (Mod-116),Garden & Outdoor,SUPP-07,6.0,50,18,36,No-WH1,12.5
PROD-6117,Gorilla Wood Glue 8oz (Mod-117),Hardware,SUPP-10,4.0,25,18,36,No-WH2,8.99
PROD-6118,3/4in x 4ft x 8ft Oak Plywood (Mod-118),Lumber,SUPP-11,55.0,144,36,72,No-WH2,84.0
PROD-6119,Kohler Forte Kitchen Faucet (Mod-119),Plumbing,SUPP-15,145.0,90,29,58,So-WH1,219.0
PROD-6120,DeWalt 20V Max Cordless Drill (Mod-120),Power Tools,SUPP-01,115.0,188,54,108,We-WH2,159.99
PROD-6121,Scotts Standard Broadcast Spreader (Mod-121),Garden & Outdoor,SUPP-06,35.0,84,19,38,So-WH2,54.0
PROD-6122,Stanley FatMax 25ft Tape Measure (Mod-122),Hardware,SUPP-09,14.0,68,59,118,Mi-WH2,24.97
PROD-6123,3/4in x 4ft x 8ft Oak Plywood (Mod-123),Lumber,SUPP-11,55.0,168,52,104,No-WH1,84.0
PROD-6124,Kohler Forte Kitchen Faucet (Mod-124),Plumbing,SUPP-15,145.0,166,53,106,No-WH2,219.0
PROD-6125,Ryobi ONE+ 18V Orbital Sander (Mod-125),Power Tools,SUPP-03,45.0,87,53,106,Mi-WH2,69.97
PROD-6126,EGO Power+ Select Cut Mower (Mod-126),Garden & Outdoor,SUPP-05,450.0,56,45,90,We-WH1,649.0
PROD-6127,Drywall Screws #6 x 1-1/4in (1lb) (Mod-127),Hardware,SUPP-08,4.5,109,29,58,We-WH2,8.99
PROD-6128,3/4in x 4ft x 8ft Oak Plywood (Mod-128),Lumber,SUPP-11,55.0,113,30,60,Mi-WH1,84.0
PROD-6129,Kohler Forte Kitchen Faucet (Mod-129),Plumbing,SUPP-15,145.0,68,60,120,No-WH2,219.0
PROD-6130,Milwaukee M18 Fuel Impact Driver (Mod-130),Power Tools,SUPP-02,130.0,116,36,72,We-WH2,189.0
PROD-6131,Miracle-Gro Potting Mix 2cu ft (Mod-131),Garden & Outdoor,SUPP-06,8.5,54,22,44,No-WH2,14.99
PROD-6132,Heavy Duty Gate Latch Black (Mod-132),Hardware,SUPP-10,11.0,56,25,50,We-WH1,19.5
PROD-6133,3/4in x 4ft x 8ft Oak Plywood (Mod-133),Lumber,SUPP-11,55.0,181,45,90,So-WH1,84.0
PROD-6134,Kohler Forte Kitchen Faucet (Mod-134),Plumbing,SUPP-15,145.0,94,43,86,We-WH2,219.0
PROD-6135,Ridgid 18V Brushless Recip Saw (Mod-135),Power Tools,SUPP-04,90.0,37,25,50,Mi-WH2,139.0
PROD-6136,EGO Power+ 56V 7.5Ah Battery (Mod-136),Garden & Outdoor,SUPP-05,280.0,72,41,82,Mi-WH2,399.0
PROD-6137,Estwing 16oz Claw Hammer (Mod-137),Hardware,SUPP-09,22.0,37,23,46,So-WH1,36.5
PROD-6138,3/4in x 4ft x 8ft Oak Plywood (Mod-138),Lumber,SUPP-11,55.0,178,44,88,Mi-WH2,84.0
PROD-6139,Kohler Forte Kitchen Faucet (Mod-139),Plumbing,SUPP-15,145.0,121,21,42,So-WH1,219.0
PROD-6140,Makita 18V LXT Circular Saw (Mod-140),Power Tools,SUPP-03,110.0,132,59,118,So-WH1,169.0
PROD-6141,Weber Genesis E-325 Gas Grill (Mod-141),Garden & Outdoor,SUPP-07,650.0,153,44,88,We-WH2,899.0
PROD-6142,T25 Star Drive Bit 2-Pack (Mod-142),Hardware,SUPP-08,3.0,85,45,90,Mi-WH2,7.5
PROD-6143,3/4in x 4ft x 8ft Oak Plywood (Mod-143),Lumber,SUPP-11,55.0,154,31,62,So-WH2,84.0
PROD-6144,Kohler Forte Kitchen Faucet (Mod-144),Plumbing,SUPP-15,145.0,107,59,118,So-WH2,219.0
PROD-6145,DeWalt 20V 5Ah Battery Pack (Mod-145),Power Tools,SUPP-01,89.0,71,59,118,No-WH1,129.0
PROD-6146,EGO 15in String Trimmer (Mod-146),Garden & Outdoor,SUPP-05,120.0,126,28,56,We-WH2,179.0
PROD-6147,Deck Screws #9 x 3in (5lb) (Mod-147),Hardware,SUPP-08,18.0,52,36,72,No-WH1,28.99
PROD-6148,3/4in x 4ft x 8ft Oak Plywood (Mod-148),Lumber,SUPP-11,55.0,82,57,114,Mi-WH1,84.0
PROD-6149,Kohler Forte Kitchen Faucet (Mod-149),Plumbing,SUPP-15,145.0,86,44,88,We-WH2,219.0
PROD-6150,Bosch 12V Max Flexiclick Tool (Mod-150),Power Tools,SUPP-04,140.0,68,42,84,No-WH1,199.0
PROD-6151,Weber Grill Cover (Large) (Mod-151),Garden & Outdoor,SUPP-07,35.0,193,48,96,So-WH1,59.99
PROD-6152,Gorilla Wood Glue 8oz (Mod-152),Hardware,SUPP-10,4.0,172,38,76,So-WH2,8.99
PROD-6153,3/4in x 4ft x 8ft Oak Plywood (Mod-153),Lumber,SUPP-11,55.0,151,54,108,So-WH2,84.0
PROD-6154,Kohler Forte Kitchen Faucet (Mod-154),Plumbing,SUPP-15,145.0,116,19,38,We-WH1,219.0
PROD-6155,Milwaukee XC5.0 Battery Pack (Mod-155),Power Tools,SUPP-02,95.0,108,26,52,Mi-WH2,145.0
PROD-6156,Scotts Turf Builder Sun/Shade 20lb (Mod-156),Garden & Outdoor,SUPP-06,22.0,53,28,56,No-WH1,34.99
PROD-6157,Stanley FatMax 25ft Tape Measure (Mod-157),Hardware,SUPP-09,14.0,152,54,108,No-WH1,24.97
PROD-6158,3/4in x 4ft x 8ft Oak Plywood (Mod-158),Lumber,SUPP-11,55.0,174,43,86,Mi-WH1,84.0
PROD-6159,Kohler Forte Kitchen Faucet (Mod-159),Plumbing,SUPP-15,145.0,112,42,84,So-WH1,219.0
PROD-6160,DeWalt 20V Max Cordless Drill (Mod-160),Power Tools,SUPP-01,115.0,126,28,56,We-WH1,159.99
PROD-6161,Tiki Brand Bamboo Torch (Mod-161),Garden & Outdoor,SUPP-07,6.0,80,59,118,So-WH2,12.5
PROD-6162,Drywall Screws #6 x 1-1/4in (1lb) (Mod-162),Hardware,SUPP-08,4.5,151,35,70,So-WH2,8.99
PROD-6163,3/4in x 4ft x 8ft Oak Plywood (Mod-163),Lumber,SUPP-11,55.0,54,23,46,We-WH1,84.0
PROD-6164,Kohler Forte Kitchen Faucet (Mod-164),Plumbing,SUPP-15,145.0,187,44,88,No-WH2,219.0
PROD-6165,Ryobi ONE+ 18V Orbital Sander (Mod-165),Power Tools,SUPP-03,45.0,187,47,94,So-WH1,69.97
PROD-6166,Scotts Standard Broadcast Spreader (Mod-166),Garden & Outdoor,SUPP-06,35.0,117,46,92,So-WH2,54.0
PROD-6167,Heavy Duty Gate Latch Black (Mod-167),Hardware,SUPP-10,11.0,104,44,88,No-WH1,19.5
PROD-6168,3/4in x 4ft x 8ft Oak Plywood (Mod-168),Lumber,SUPP-11,55.0,54,31,62,Mi-WH1,84.0
PROD-6169,Kohler Forte Kitchen Faucet (Mod-169),Plumbing,SUPP-15,145.0,188,46,92,Mi-WH1,219.0
PROD-6170,Milwaukee M18 Fuel Impact Driver (Mod-170),Power Tools,SUPP-02,130.0,57,34,68,Mi-WH1,189.0
PROD-6171,EGO Power+ Select Cut Mower (Mod-171),Garden & Outdoor,SUPP-05,450.0,108,26,52,Mi-WH2,649.0
PROD-6172,Estwing 16oz Claw Hammer (Mod-172),Hardware,SUPP-09,22.0,198,54,108,Mi-WH2,36.5
PROD-6173,3/4in x 4ft x 8ft Oak Plywood (Mod-173),Lumber,SUPP-11,55.0,85,15,30,No-WH1,84.0
PROD-6174,Kohler Forte Kitchen Faucet (Mod-174),Plumbing,SUPP-15,145.0,137,32,64,Mi-WH2,219.0
PROD-6175,Ridgid 18V Brushless Recip Saw (Mod-175),Power Tools,SUPP-04,90.0,151,57,114,So-WH2,139.0
PROD-6176,Miracle-Gro Potting Mix 2cu ft (Mod-176),Garden & Outdoor,SUPP-06,8.5,100,60,120,So-WH2,14.99
PROD-6177,T25 Star Drive Bit 2-Pack (Mod-177),Hardware,SUPP-08,3.0,32,15,30,So-WH2,7.5
PROD-6178,3/4in x 4ft x 8ft Oak Plywood (Mod-178),Lumber,SUPP-11,55.0,162,53,106,Mi-WH2,84.0
PROD-6179,Kohler Forte Kitchen Faucet (Mod-179),Plumbing,SUPP-15,145.0,90,48,96,So-WH1,219.0
PROD-6180,Makita 18V LXT Circular Saw (Mod-180),Power Tools,SUPP-03,110.0,77,43,86,So-WH1,169.0
PROD-6181,EGO Power+ 56V 7.5Ah Battery (Mod-181),Garden & Outdoor,SUPP-05,280.0,117,17,34,We-WH2,399.0
PROD-6182,Deck Screws #9 x 3in (5lb) (Mod-182),Hardware,SUPP-08,18.0,87,17,34,No-WH1,28.99
PROD-6183,3/4in x 4ft x 8ft Oak Plywood (Mod-183),Lumber,SUPP-11,55.0,66,20,40,No-WH1,84.0
PROD-6184,Kohler Forte Kitchen Faucet (Mod-184),Plumbing,SUPP-15,145.0,93,39,78,So-WH2,219.0
PROD-6185,DeWalt 20V 5Ah Battery Pack (Mod-185),Power Tools,SUPP-01,89.0,39,28,56,Mi-WH2,129.0
PROD-6186,Weber Genesis E-325 Gas Grill (Mod-186),Garden & Outdoor,SUPP-07,650.0,135,57,114,No-WH1,899.0
PROD-6187,Gorilla Wood Glue 8oz (Mod-187),Hardware,SUPP-10,4.0,191,55,110,Mi-WH2,8.99
PROD-6188,3/4in x 4ft x 8ft Oak Plywood (Mod-188),Lumber,SUPP-11,55.0,56,31,62,So-WH2,84.0
PROD-6189,Kohler Forte Kitchen Faucet (Mod-189),Plumbing,SUPP-15,145.0,173,38,76,We-WH2,219.0
PROD-6190,Bosch 12V Max Flexiclick Tool (Mod-190),Power Tools,SUPP-04,140.0,81,19,38,We-WH2,199.0
PROD-6191,EGO 15in String Trimmer (Mod-191),Garden & Outdoor,SUPP-05,120.0,79,25,50,No-WH1,179.0
PROD-6192,Stanley FatMax 25ft Tape Measure (Mod-192),Hardware,SUPP-09,14.0,56,15,30,No-WH2,24.97
PROD-6193,3/4in x 4ft x 8ft Oak Plywood (Mod-193),Lumber,SUPP-11,55.0,171,57,114,So-WH1,84.0
PROD-6194,Kohler Forte Kitchen Faucet (Mod-194),Plumbing,SUPP-15,145.0,163,59,118,So-WH1,219.0
PROD-6195,Milwaukee XC5.0 Battery Pack (Mod-195),Power Tools,SUPP-02,95.0,39,25,50,Mi-WH1,145.0
PROD-6196,Weber Grill Cover (Large) (Mod-196),Garden & Outdoor,SUPP-07,35.0,125,50,100,We-WH2,59.99
PROD-6197,Drywall Screws #6 x 1-1/4in (1lb) (Mod-197),Hardware,SUPP-08,4.5,96,22,44,Mi-WH1,8.99
PROD-6198,3/4in x 4ft x 8ft Oak Plywood (Mod-198),Lumber,SUPP-11,55.0,123,60,120,So-WH2,84.0
PROD-6199,Kohler Forte Kitchen Faucet (Mod-199),Plumbing,SUPP-15,145.0,80,18,36,Mi-WH1,219.0
PROD-6200,DeWalt 20V Max Cordless Drill (Mod-200),Power Tools,SUPP-01,115.0,210,60,120,So-WH1,159.99
PROD-6201,Scotts Turf Builder Sun/Shade 20lb (Mod-201),Garden & Outdoor,SUPP-06,22.0,44,27,54,No-WH1,34.99
PROD-6202,Heavy Duty Gate Latch Black (Mod-202),Hardware,SUPP-10,11.0,163,39,78,So-WH2,19.5
PROD-6203,3/4in x 4ft x 8ft Oak Plywood (Mod-203),Lumber,SUPP-11,55.0,156,54,108,No-WH2,84.0
PROD-6204,Kohler Forte Kitchen Faucet (Mod-204),Plumbing,SUPP-15,145.0,80,26,52,We-WH2,219.0
PROD-6205,Ryobi ONE+ 18V Orbital Sander (Mod-205),Power Tools,SUPP-03,45.0,85,27,54,No-WH2,69.97
PROD-6206,Tiki Brand Bamboo Torch (Mod-206),Garden & Outdoor,SUPP-07,6.0,123,32,64,No-WH2,12.5
PROD-6207,Estwing 16oz Claw Hammer (Mod-207),Hardware,SUPP-09,22.0,149,51,102,We-WH1,36.5
PROD-6208,3/4in x 4ft x 8ft Oak Plywood (Mod-208),Lumber,SUPP-11,55.0,34,26,52,So-WH1,84.0
PROD-6209,Kohler Forte Kitchen Faucet (Mod-209),Plumbing,SUPP-15,145.0,90,17,34,Mi-WH1,219.0
PROD-6210,Milwaukee M18 Fuel Impact Driver (Mod-210),Power Tools,SUPP-02,130.0,109,16,32,No-WH2,189.0
PROD-6211,Scotts Standard Broadcast Spreader (Mod-211),Garden & Outdoor,SUPP-06,35.0,107,52,104,No-WH1,54.0
PROD-6212,T25 Star Drive Bit 2-Pack (Mod-212),Hardware,SUPP-08,3.0,190,60,120,No-WH2,7.5
PROD-6213,3/4in x 4ft x 8ft Oak Plywood (Mod-213),Lumber,SUPP-11,55.0,83,49,98,We-WH2,84.0
